name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Acfer 340,347,Valid,L5,173.15,Found,2002,27.58333,4.3,"(27.583330, 4.300000)"
Acfer 341,32781,Valid,L3,132,Found,2002,27.46667,3.83333,"(27.466670, 3.833330)"
Acfer 342,348,Valid,L6,1276,Found,2002,27.59056,4.66278,"(27.590560, 4.662780)"
Acfer 343,349,Valid,H3-5,140,Found,2002,27.619722,4.265,"(27.619722, 4.265000)"
Acfer 344,350,Valid,H3,410,Found,2002,27.73333,4.19833,"(27.733330, 4.198330)"
Acfer 345,351,Valid,LL5,53,Found,2002,27.46472,3.81417,"(27.464720, 3.814170)"
Acfer 346,352,Valid,LL6,546,Found,2002,27.59056,4.66278,"(27.590560, 4.662780)"
Acfer 355,361,Valid,LL5,161,Found,2002,27.58967,3.781,"(27.589670, 3.781000)"
Acfer 356,362,Valid,EL6,120,Found,2002,27.61233,4.5285,"(27.612330, 4.528500)"
Acfer 358,364,Valid,H6,70,Found,2002,27.76667,4.41667,"(27.766670, 4.416670)"
Acfer 359,365,Valid,H6,67,Found,2002,27.7,4.48333,"(27.700000, 4.483330)"
Acfer 360,30430,Valid,Ureilite,68,Found,2002,27.48333,3.76667,"(27.483330, 3.766670)"
Acfer 361,366,Valid,H4,138,Found,2002,27.42958,3.87135,"(27.429580, 3.871350)"
Acfer 362,367,Valid,H5,242.8,Found,2002,27.4778,3.70165,"(27.477800, 3.701650)"
Acfer 363,368,Valid,LL4,389.9,Found,2002,27.58163,4.29388,"(27.581630, 4.293880)"
Acfer 364,30431,Valid,LL6,656,Found,2002,27.7,4.51667,"(27.700000, 4.516670)"
Acfer 365,30432,Valid,L5,1456,Found,2002,27.60933,3.93567,"(27.609330, 3.935670)"
Acfer 366,32782,Valid,CH3,1456,Found,2002,26.60933,3.93567,"(26.609330, 3.935670)"
Acfer 367,30433,Valid,H5,410,Found,2002,27.68433,4.42917,"(27.684330, 4.429170)"
Acfer 368,30434,Valid,H4,126,Found,2002,27.68883,4.386,"(27.688830, 4.386000)"
Acfer 369,30435,Valid,H4,122,Found,2002,27.667,4.64833,"(27.667000, 4.648330)"
Acfer 370,32783,Valid,Chondrite-ung,129,Found,2002,27.6725,4.35667,"(27.672500, 4.356670)"
Acfer 371,34017,Valid,L5,9608,Found,2002,27.67817,4.46533,"(27.678170, 4.465330)"
Acfer 372,30436,Valid,LL6,238,Found,2002,26.61167,3.887,"(26.611670, 3.887000)"
Acfer 373,30437,Valid,H5,128,Found,2002,26.62583,3.94433,"(26.625830, 3.944330)"
Acfer 374,32784,Valid,CO3,118,Found,2002,26.60867,4.053,"(26.608670, 4.053000)"
Acfer 375,30438,Valid,LL6,495,Found,2002,27.5085,3.76383,"(27.508500, 3.763830)"
Acfer 376,30439,Valid,H6,132,Found,2002,27.6395,3.935,"(27.639500, 3.935000)"
Acfer 377,30440,Valid,L4,132,Found,2002,27.6625,3.97683,"(27.662500, 3.976830)"
Acfer 380,35481,Valid,H5,849,Found,2002,27.76667,4.41667,"(27.766670, 4.416670)"
Acfer 381,35482,Valid,L6,292,Found,2002,27.7,4.45,"(27.700000, 4.450000)"
Acfer 382,35483,Valid,H5,101,Found,2002,27.63333,3.93333,"(27.633330, 3.933330)"
Acfer 401,56305,Valid,L5,9,Found,2002,27.68917,4.44267,"(27.689170, 4.442670)"
Adrar Madet 002,386,Valid,LL3,2200,Found,2002,18.61042,10.4941,"(18.610420, 10.494100)"
Adrar Yaouelt,387,Valid,H5,2730,Found,2002,17.67987,10.03503,"(17.679870, 10.035030)"
Al Huqf 003,436,Valid,L4,115.42,Found,2002,19.50695,57.11952,"(19.506950, 57.119520)"
Al Huqf 004,437,Valid,L5,260.22,Found,2002,19.54482,57.09807,"(19.544820, 57.098070)"
Al Huqf 005,438,Valid,L6,763.29,Found,2002,19.84057,57.00848,"(19.840570, 57.008480)"
Al Huqf 006,439,Valid,L6,1861.21,Found,2002,19.84067,57.00842,"(19.840670, 57.008420)"
Al Huqf 007,440,Valid,L5,1042.7,Found,2002,19.84128,57.00953,"(19.841280, 57.009530)"
Al Huqf 008,441,Valid,L6,1074.3,Found,2002,19.84203,57.00747,"(19.842030, 57.007470)"
Al Huqf 009,442,Valid,H4,39.83,Found,2002,19.8423,57.00013,"(19.842300, 57.000130)"
Al Huqf 010,443,Valid,L6,41539.3,Found,2002,19.86785,57.0028,"(19.867850, 57.002800)"
Al Huqf 011,444,Valid,L6,8056,Found,2002,19.86607,57.0032,"(19.866070, 57.003200)"
Al Huqf 050,35485,Valid,H4,1066.2,Found,2002,19.60308,57.03332,"(19.603080, 57.033320)"
Al Huqf 064,48536,Valid,H4,12834,Found,2002,19.40412,57.27497,"(19.404120, 57.274970)"
Arlit,30441,Valid,H5,20.1,Found,2002,18.673,7.34225,"(18.673000, 7.342250)"
Assamakka,53892,Valid,"Iron, IVA-an",4400,Found,2002,19.26667,5.91667,"(19.266670, 5.916670)"
Aybut 001,4912,Valid,H6,442.26,Found,2002,17.75793,53.99032,"(17.757930, 53.990320)"
Baruun Urt,44704,Valid,H5,25.9,Found,2002,46.7,113.28333,"(46.700000, 113.283330)"
Bernic Lake,54851,Valid,"Iron, IAB-MG",9162,Found,2002,50.43845,-95.52937,"(50.438450, -95.529370)"
Blanca Estela,45973,Valid,"Iron, IAB complex",15600,Found,2002,-25,-69.5,"(-25.000000, -69.500000)"
Bluebird,30445,Valid,L6,3650,Found,2002,35.8675,-114.19167,"(35.867500, -114.191670)"
Bunker Hill,54611,Valid,L6,28000,Found,2002,38.84833,-98.72383,"(38.848330, -98.723830)"
Cerro La Tiza,44877,Valid,H4,3740,Found,2002,-14.53321,-75.77511,"(-14.533210, -75.775110)"
Coyote Dry Lake 160,30484,Valid,H5,76.88,Found,2002,35.06152,-116.76295,"(35.061520, -116.762950)"
Coyote Dry Lake 162,30485,Valid,H5,9.87,Found,2002,35.07802,-116.76777,"(35.078020, -116.767770)"
Coyote Dry Lake 163,30486,Valid,H5,16.66,Found,2002,35.07,-116.77,"(35.070000, -116.770000)"
Coyote Dry Lake 164,30487,Valid,H5,43,Found,2002,35.05835,-116.77403,"(35.058350, -116.774030)"
Coyote Dry Lake 165,30488,Valid,L6,42.57,Found,2002,35.06888,-116.76197,"(35.068880, -116.761970)"
Coyote Dry Lake 175,30489,Valid,H6,36.35,Found,2002,35.05475,-116.75432,"(35.054750, -116.754320)"
Cuddeback Dry Lake 012,5491,Valid,H5,0.72,Found,2002,35.31217,-117.453,"(35.312170, -117.453000)"
Dar al Gani 1063,56648,Valid,CV3,410.3,Found,2002,27.27417,16.40833,"(27.274170, 16.408330)"
Dar al Gani 983,6523,Valid,Eucrite-pmict,933,Found,2002,26.7375,16.8995,"(26.737500, 16.899500)"
Dar al Gani 984,6524,Valid,L6,763,Found,2002,26.8105,16.80483,"(26.810500, 16.804830)"
Dar al Gani 985,6525,Valid,L6,96,Found,2002,26.97333,16.54167,"(26.973330, 16.541670)"
Dar al Gani 986,6526,Valid,H5,60,Found,2002,27.01933,16.51333,"(27.019330, 16.513330)"
Dar al Gani 987,6527,Valid,H5,2031,Found,2002,27.06417,16.39367,"(27.064170, 16.393670)"
Dar al Gani 988,6528,Valid,H5,3128,Found,2002,27.07,16.39317,"(27.070000, 16.393170)"
Dar al Gani 989,6529,Valid,LL6,764,Found,2002,27.1125,16.33167,"(27.112500, 16.331670)"
Dar al Gani 990,6530,Valid,LL6,219,Found,2002,27.113,16.33617,"(27.113000, 16.336170)"
Dar al Gani 991,6531,Valid,H5,236,Found,2002,27.33067,16.2805,"(27.330670, 16.280500)"
Dar al Gani 992,6532,Valid,L6,82,Found,2002,27.36417,16.28033,"(27.364170, 16.280330)"
Dar al Gani 993,6533,Valid,LL5,317,Found,2002,27.45367,16.323,"(27.453670, 16.323000)"
Dar al Gani 994,6534,Valid,H4/5,7769,Found,2002,27.48717,16.44533,"(27.487170, 16.445330)"
Dhofar 1006,6806,Valid,L6,155.67,Found,2002,18.54293,54.00107,"(18.542930, 54.001070)"
Dhofar 1008,6808,Valid,L5,76.45,Found,2002,18.54872,54.02702,"(18.548720, 54.027020)"
Dhofar 1010,6811,Valid,H4,2298.4,Found,2002,18.55417,54.00253,"(18.554170, 54.002530)"
Dhofar 1011,6812,Valid,L3,292.8,Found,2002,18.55478,54.04272,"(18.554780, 54.042720)"
Dhofar 1012,6813,Valid,L6,144.87,Found,2002,18.55492,54.0293,"(18.554920, 54.029300)"
Dhofar 1014,6815,Valid,L4,298.27,Found,2002,18.55673,54.00083,"(18.556730, 54.000830)"
Dhofar 1015,6816,Valid,EH4,63.53,Found,2002,18.55907,54.08162,"(18.559070, 54.081620)"
Dhofar 1017,6818,Valid,H4,273.3,Found,2002,19.17203,54.79462,"(19.172030, 54.794620)"
Dhofar 1024,6826,Valid,H5/6,1173,Found,2002,19.30618,54.49478,"(19.306180, 54.494780)"
Dhofar 1025,6827,Valid,L6,39,Found,2002,19.30875,54.50178,"(19.308750, 54.501780)"
Dhofar 1190,30504,Valid,H4,35,Found,2002,19.13667,54.56333,"(19.136670, 54.563330)"
Dhofar 1285,34494,Valid,Ureilite,406,Found,2002,19.3025,54.555,"(19.302500, 54.555000)"
Dhofar 1296,34512,Valid,L5,48,Found,2002,18.16667,54.08333,"(18.166670, 54.083330)"
Dhofar 1298,34514,Valid,H5,52,Found,2002,19.11667,54.785,"(19.116670, 54.785000)"
Dhofar 1299,34515,Valid,H6,20,Found,2002,19.13667,54.785,"(19.136670, 54.785000)"
Dhofar 1300,34516,Valid,H6,42,Found,2002,19.13833,54.65833,"(19.138330, 54.658330)"
Dhofar 1303,34519,Valid,Ureilite,404,Found,2002,19.3025,54.555,"(19.302500, 54.555000)"
Dhofar 1310,34526,Valid,L5,76,Found,2002,19.39333,54.595,"(19.393330, 54.595000)"
Dhofar 1312,34528,Valid,L/LL4,86,Found,2002,19.105,54.84333,"(19.105000, 54.843330)"
Dhofar 1447,51596,Valid,H~4,49.4,Found,2002,18.61667,54.18333,"(18.616670, 54.183330)"
Dhofar 1448,51597,Valid,L~6,3110,Found,2002,19.35,54.8,"(19.350000, 54.800000)"
Dhofar 1449,51710,Valid,L/LL~6,1959,Found,2002,19.23,54.88,"(19.230000, 54.880000)"
Dhofar 295,7078,Valid,Ureilite,48,Found,2002,19.20833,54.64,"(19.208330, 54.640000)"
Dhofar 309,7092,Valid,Lunar (anorth),81.3,Found,2002,19.32667,54.78833,"(19.326670, 54.788330)"
Dhofar 310,7093,Valid,Lunar (anorth),10.8,Found,2002,19.32833,54.785,"(19.328330, 54.785000)"
Dhofar 330,7113,Valid,L4,156,Found,2002,19.38167,54.59333,"(19.381670, 54.593330)"
Dhofar 538,7299,Valid,L5,230,Found,2002,19.33833,54.605,"(19.338330, 54.605000)"
Dhofar 695,7452,Valid,H3.9,702,Found,2002,19.28167,54.83,"(19.281670, 54.830000)"
Dhofar 696,7453,Valid,L6,233,Found,2002,19.23667,54.75833,"(19.236670, 54.758330)"
Dhofar 697,7454,Valid,L6,409,Found,2002,19.38333,54.595,"(19.383330, 54.595000)"
Dhofar 699,7455,Valid,H4,444,Found,2002,19.10333,54.82833,"(19.103330, 54.828330)"
Dhofar 700,7456,Valid,Diogenite,2770,Found,2002,19.30833,54.55167,"(19.308330, 54.551670)"
Dhofar 701,7457,Valid,L5,220,Found,2002,19.14833,54.80333,"(19.148330, 54.803330)"
Dhofar 702,7458,Valid,H4,2878,Found,2002,19.165,54.77667,"(19.165000, 54.776670)"
Dhofar 718,7474,Valid,L5,38,Found,2002,19.31333,54.85167,"(19.313330, 54.851670)"
Dhofar 719,7475,Valid,L4,12,Found,2002,19.255,54.8,"(19.255000, 54.800000)"
Dhofar 730,7484,Valid,Lunar (anorth),108,Found,2002,19.325,54.79167,"(19.325000, 54.791670)"
Dhofar 731,7485,Valid,Lunar (anorth),36,Found,2002,19.33333,54.795,"(19.333330, 54.795000)"
Dhofar 732,7486,Valid,Achondrite-ung,17,Found,2002,19.405,54.57833,"(19.405000, 54.578330)"
Dhofar 733,7487,Valid,Lunar (anorth),98,Found,2002,18.58833,54.23,"(18.588330, 54.230000)"
Dhofar 735,7488,Valid,CM2,381,Found,2002,19.06833,54.78,"(19.068330, 54.780000)"
Dhofar 743,7489,Valid,L6,141,Found,2002,19.19333,54.70167,"(19.193330, 54.701670)"
Dhofar 744,7490,Valid,H6,132,Found,2002,19.26,54.805,"(19.260000, 54.805000)"
Dhofar 838,7584,Valid,H6,170,Found,2002,19.32833,54.76333,"(19.328330, 54.763330)"
Dhofar 839,7585,Valid,H5,126,Found,2002,18.52833,54.00333,"(18.528330, 54.003330)"
Dhofar 840,7586,Valid,H4,126,Found,2002,19.34167,54.56,"(19.341670, 54.560000)"
Dhofar 841,7587,Valid,H6,100,Found,2002,18.63,54.05,"(18.630000, 54.050000)"
Dhofar 850,7596,Valid,LL3,208,Found,2002,18.61833,54.155,"(18.618330, 54.155000)"
Dhofar 862,7608,Valid,H5,50,Found,2002,19.16,54.58667,"(19.160000, 54.586670)"
Dhofar 863,7609,Valid,L5,102,Found,2002,19.38333,54.59333,"(19.383330, 54.593330)"
Dhofar 864,7610,Valid,L6,1233,Found,2002,18.16333,54.16,"(18.163330, 54.160000)"
Dhofar 916,7619,Valid,H4,1350,Found,2002,19.09667,54.79167,"(19.096670, 54.791670)"
Dhofar 923,30517,Valid,H3.9,190,Found,2002,19.335,54.66333,"(19.335000, 54.663330)"
Dhofar 924,7626,Valid,L6,185,Found,2002,19.16333,54.66833,"(19.163330, 54.668330)"
Dhofar 926,7628,Valid,L5,411,Found,2002,19.07333,54.74833,"(19.073330, 54.748330)"
Dhofar 927,7629,Valid,H5,795,Found,2002,19.13667,54.56333,"(19.136670, 54.563330)"
Dhofar 928,7630,Valid,L5,178,Found,2002,19.11333,54.75,"(19.113330, 54.750000)"
Dhofar 929,7631,Valid,L5,602,Found,2002,18.51667,54.22833,"(18.516670, 54.228330)"
Dhofar 931,7633,Valid,L6,105,Found,2002,19.105,54.81833,"(19.105000, 54.818330)"
Dhofar 935,7637,Valid,H5,1500,Found,2002,19.105,54.81167,"(19.105000, 54.811670)"
Dhofar 937,30518,Valid,L5,67,Found,2002,19.18167,54.57833,"(19.181670, 54.578330)"
Dhofar 938,30519,Valid,LL5,1248,Found,2002,19.405,54.575,"(19.405000, 54.575000)"
Dhofar 939,30520,Valid,H5,508,Found,2002,18.20833,54.12,"(18.208330, 54.120000)"
Dhofar 941,30521,Valid,L6,74,Found,2002,18.58167,54.19667,"(18.581670, 54.196670)"
Dhofar 942,30522,Valid,L5,113,Found,2002,19.16667,54.40333,"(19.166670, 54.403330)"
Dhofar 943,30523,Valid,L5,166,Found,2002,19.05167,54.765,"(19.051670, 54.765000)"
Dhofar 944,30524,Valid,H5,86,Found,2002,19.24333,54.53667,"(19.243330, 54.536670)"
Dhofar 945,30525,Valid,H5,74,Found,2002,19.095,54.73167,"(19.095000, 54.731670)"
Dhofar 946,30526,Valid,LL5,2412,Found,2002,19.165,54.40333,"(19.165000, 54.403330)"
Dhofar 947,30527,Valid,L5-6,170,Found,2002,18.35333,54.235,"(18.353330, 54.235000)"
Dhofar 948,30528,Valid,L5,158,Found,2002,19.39833,54.595,"(19.398330, 54.595000)"
Dhofar 949,30529,Valid,H5,38,Found,2002,19.125,54.67833,"(19.125000, 54.678330)"
Dhofar 951,30531,Valid,H6,274,Found,2002,18.63167,54.23167,"(18.631670, 54.231670)"
Dhofar 952,30532,Valid,H6,68,Found,2002,19.065,54.76167,"(19.065000, 54.761670)"
Dhofar 953,30533,Valid,H4,45,Found,2002,19.135,54.565,"(19.135000, 54.565000)"
Dhofar 954,30534,Valid,H4,212,Found,2002,18.535,54.13333,"(18.535000, 54.133330)"
Dhofar 956,30536,Valid,L4,114,Found,2002,19.21667,54.65667,"(19.216670, 54.656670)"
Dhofar 957,30537,Valid,H4,550,Found,2002,19.09167,54.38667,"(19.091670, 54.386670)"
Dhofar 958,30538,Valid,H5,400,Found,2002,19.085,54.77,"(19.085000, 54.770000)"
Dhofar 959,30539,Valid,L6,702,Found,2002,19.38667,54.57667,"(19.386670, 54.576670)"
Dougherty,7724,Valid,L6,1113,Found,2002,33.97917,-101.2,"(33.979170, -101.200000)"
Dutch Flat,7753,Valid,"Iron, IIAB",48.8,Found,2002,34.48333,-113.91667,"(34.483330, -113.916670)"
El Atchane 010,7787,Valid,L3,30.5,Found,2002,29.81835,4.38228,"(29.818350, 4.382280)"
El Atchane 011,7788,Valid,H5,2886.4,Found,2002,30.01965,4.55562,"(30.019650, 4.555620)"
El Atchane 012,7789,Valid,EL6,331.2,Found,2002,29.1266,4.71773,"(29.126600, 4.717730)"
El Atchane 013,30561,Valid,H5,720,Found,2002,29.975,4.66667,"(29.975000, 4.666670)"
Essex,10056,Valid,H5,5000,Found,2002,34.61167,-115.03333,"(34.611670, -115.033330)"
Fountain Hills,30565,Valid,CBa,60,Found,2002,33.61,-111.72,"(33.610000, -111.720000)"
Franconia,10174,Valid,H5,100000,Found,2002,34.71637,-114.22197,"(34.716370, -114.221970)"
Gao-Guenie (b),10855,Valid,CR,344,Found,2002,11.65,-2.18333,"(11.650000, -2.183330)"
Gourara,30665,Valid,H6,1272,Found,2002,29.75883,1.88467,"(29.758830, 1.884670)"
Great Sand Sea 021,11192,Valid,L5,1416,Found,2002,28.10567,25.54017,"(28.105670, 25.540170)"
Grove Mountains 020001,46612,Valid,L4,3.37,Found,2002,-73.09722,75.175,"(-73.097220, 75.175000)"
Grove Mountains 020002,46613,Valid,LL5,4.89,Found,2002,-73.09667,75.175,"(-73.096670, 75.175000)"
Grove Mountains 020003,46614,Valid,LL5,4.76,Found,2002,-73.10417,75.17944,"(-73.104170, 75.179440)"
Grove Mountains 020004,46615,Valid,H4,2.24,Found,2002,-73.09806,75.17833,"(-73.098060, 75.178330)"
Grove Mountains 020005,30667,Valid,CM2,0.4,Found,2002,-73.0975,75.20472,"(-73.097500, 75.204720)"
Grove Mountains 020006,46616,Valid,L3,1.67,Found,2002,-73.09639,75.2025,"(-73.096390, 75.202500)"
Grove Mountains 020007,46617,Valid,H4,25.94,Found,2002,-73.08972,75.18944,"(-73.089720, 75.189440)"
Grove Mountains 020008,46618,Valid,H4,6.17,Found,2002,-73.09806,75.20917,"(-73.098060, 75.209170)"
Grove Mountains 020009,46619,Valid,H5,2.11,Found,2002,-73.09222,75.19333,"(-73.092220, 75.193330)"
Grove Mountains 020010,30668,Valid,LL3,2.5,Found,2002,-73.11389,75.105,"(-73.113890, 75.105000)"
Grove Mountains 020011,46620,Valid,L3,0.55,Found,2002,-73.11333,75.10389,"(-73.113330, 75.103890)"
Grove Mountains 020012,46621,Valid,LL5,1.33,Found,2002,-73.10389,75.17,"(-73.103890, 75.170000)"
Grove Mountains 020013,30669,Valid,LL4-6,7.4,Found,2002,-73.10333,75.17028,"(-73.103330, 75.170280)"
Grove Mountains 020014,46622,Valid,LL4,2.72,Found,2002,-73.105,75.17139,"(-73.105000, 75.171390)"
Grove Mountains 020015,30670,Valid,CK4,10.1,Found,2002,-73.12139,75.10639,"(-73.121390, 75.106390)"
Grove Mountains 020016,46623,Valid,H3,1.53,Found,2002,-73.09694,75.19833,"(-73.096940, 75.198330)"
Grove Mountains 020017,30671,Valid,CM2,2.2,Found,2002,-73.09639,75.18417,"(-73.096390, 75.184170)"
Grove Mountains 020018,46624,Valid,H5,2.5,Found,2002,-73.09361,75.19056,"(-73.093610, 75.190560)"
Grove Mountains 020019,46625,Valid,LL5,10.1,Found,2002,-73.08389,75.21639,"(-73.083890, 75.216390)"
Grove Mountains 020020,46626,Valid,L6,2.56,Found,2002,-73.08611,75.23417,"(-73.086110, 75.234170)"
Grove Mountains 020021,46627,Valid,LL4,11.3,Found,2002,-73.08639,75.23306,"(-73.086390, 75.233060)"
Grove Mountains 020022,46508,Valid,H4,3.4,Found,2002,-73.08583,75.2075,"(-73.085830, 75.207500)"
Grove Mountains 020023,46509,Valid,H5,2.69,Found,2002,-73.08583,75.20833,"(-73.085830, 75.208330)"
Grove Mountains 020024,46510,Valid,H5,8.09,Found,2002,-73.08389,75.20833,"(-73.083890, 75.208330)"
Grove Mountains 020025,30672,Valid,CM2,3.6,Found,2002,-73.0775,75.27528,"(-73.077500, 75.275280)"
Grove Mountains 020026,46628,Valid,H5,12,Found,2002,-73.075,75.25528,"(-73.075000, 75.255280)"
Grove Mountains 020027,46511,Valid,L6,428.8,Found,2002,-73.06917,75.27694,"(-73.069170, 75.276940)"
Grove Mountains 020028,46512,Valid,LL4,10.1,Found,2002,-73.07306,75.26889,"(-73.073060, 75.268890)"
Grove Mountains 020029,30673,Valid,L4,39.6,Found,2002,-73.07056,75.26556,"(-73.070560, 75.265560)"
Grove Mountains 020030,46629,Valid,H4,0.5,Found,2002,-73.07444,75.27417,"(-73.074440, 75.274170)"
Grove Mountains 020031,46630,Valid,H6,1.93,Found,2002,-73.08583,75.22,"(-73.085830, 75.220000)"
Grove Mountains 020032,46631,Valid,LL3,1.91,Found,2002,-73.11417,75.16889,"(-73.114170, 75.168890)"
Grove Mountains 020033,46632,Valid,LL4,1.51,Found,2002,-73.10417,75.16778,"(-73.104170, 75.167780)"
Grove Mountains 020034,46633,Valid,LL3,24.6,Found,2002,-73.10333,75.17361,"(-73.103330, 75.173610)"
Grove Mountains 020035,46634,Valid,L3,6.32,Found,2002,-73.10806,75.20417,"(-73.108060, 75.204170)"
Grove Mountains 020036,46635,Valid,LL3,1.1,Found,2002,-73.09889,75.175,"(-73.098890, 75.175000)"
Grove Mountains 020037,46636,Valid,LL4,1.64,Found,2002,-73.10556,75.17056,"(-73.105560, 75.170560)"
Grove Mountains 020038,46637,Valid,L4,25.6,Found,2002,-73.14361,75.0575,"(-73.143610, 75.057500)"
Grove Mountains 020039,30674,Valid,L5,166.1,Found,2002,-73.16306,75.05472,"(-73.163060, 75.054720)"
Grove Mountains 020040,46638,Valid,L5,31.7,Found,2002,-73.13472,75.04278,"(-73.134720, 75.042780)"
Grove Mountains 020041,46639,Valid,LL4,1.41,Found,2002,-73.10528,75.15222,"(-73.105280, 75.152220)"
Hezma,44713,Valid,L5/6,62,Found,2002,33.25,10.46667,"(33.250000, 10.466670)"
Issa,30727,Valid,H5,14.3,Found,2002,53.8675,44.8595,"(53.867500, 44.859500)"
Jiddat al Harasis 052,12118,Valid,H6,220,Found,2002,19.23167,55.18333,"(19.231670, 55.183330)"
Jiddat al Harasis 056,33990,Valid,H5,20,Found,2002,19.23,55.18167,"(19.230000, 55.181670)"
Jiddat al Harasis 073,12135,Valid,L6,550000,Found,2002,19.7,55.73333,"(19.700000, 55.733330)"
Jiddat al Harasis 076,12136,Valid,L6,300.56,Found,2002,19.05003,55.44435,"(19.050030, 55.444350)"
Jiddat al Harasis 077,12137,Valid,L4,307.8,Found,2002,19.66607,55.65167,"(19.666070, 55.651670)"
Jiddat al Harasis 084,12143,Valid,CO3,59.47,Found,2002,19.65518,55.75308,"(19.655180, 55.753080)"
Jiddat al Harasis 085,12144,Valid,H4,51.9,Found,2002,19.65852,55.7531,"(19.658520, 55.753100)"
Jiddat al Harasis 086,12145,Valid,H6,123.34,Found,2002,19.72395,55.7939,"(19.723950, 55.793900)"
Jiddat al Harasis 087,12146,Valid,H4-6,1532.7,Found,2002,19.58865,56.17588,"(19.588650, 56.175880)"
Jiddat al Harasis 088,12147,Valid,L6,185.4,Found,2002,19.3571,56.26865,"(19.357100, 56.268650)"
Jiddat al Harasis 089,12148,Valid,OC,170.69,Found,2002,19.93903,56.42808,"(19.939030, 56.428080)"
Jiddat al Harasis 090,12149,Valid,L5,92667.6,Found,2002,19.71678,56.6062,"(19.716780, 56.606200)"
Jiddat al Harasis 091,12150,Valid,L5,123374,Found,2002,19.69362,56.65432,"(19.693620, 56.654320)"
Jiddat al Harasis 093,12152,Valid,L5,246.77,Found,2002,19.96255,56.75665,"(19.962550, 56.756650)"
Jiddat al Harasis 094,12153,Valid,L6,3713.75,Found,2002,19.98358,56.77298,"(19.983580, 56.772980)"
Jiddat al Harasis 095,12154,Valid,L6,1211.57,Found,2002,19.98358,56.77298,"(19.983580, 56.772980)"
Jiddat al Harasis 096,12155,Valid,L6,1853.5,Found,2002,19.46028,56.82793,"(19.460280, 56.827930)"
Jiddat al Harasis 097,12156,Valid,L5,674.3,Found,2002,19.46162,56.83205,"(19.461620, 56.832050)"
Jiddat al Harasis 098,12157,Valid,H4,7521.32,Found,2002,19.2286,56.09232,"(19.228600, 56.092320)"
Jiddat al Harasis 099,12158,Valid,H4-5,1595.38,Found,2002,19.52688,56.83552,"(19.526880, 56.835520)"
Jiddat al Harasis 100,12159,Valid,H4-5,1362.5,Found,2002,19.51418,56.85202,"(19.514180, 56.852020)"
Jiddat al Harasis 105,12164,Valid,H6,59.41,Found,2002,19.17935,56.11777,"(19.179350, 56.117770)"
Jiddat al Harasis 106,12165,Valid,H4,263.72,Found,2002,19.59448,56.157,"(19.594480, 56.157000)"
Jiddat al Harasis 107,12166,Valid,H6,77.87,Found,2002,19.5799,56.16278,"(19.579900, 56.162780)"
Jiddat al Harasis 108,12167,Valid,H6,817.2,Found,2002,19.73587,55.82887,"(19.735870, 55.828870)"
Jiddat al Harasis 109,12168,Valid,H4,729.7,Found,2002,19.94587,56.92713,"(19.945870, 56.927130)"
Jiddat al Harasis 120,34032,Valid,H5,1070.7,Found,2002,19.73335,55.724417,"(19.733350, 55.724417)"
Jiddat al Harasis 121,34033,Valid,H5,257.1,Found,2002,19.730833,55.731667,"(19.730833, 55.731667)"
Jiddat al Harasis 122,34034,Valid,L5,43.6,Found,2002,19.668383,55.740733,"(19.668383, 55.740733)"
Jiddat al Harasis 200,35520,Valid,L6,175.47,Found,2002,19.97857,56.4879,"(19.978570, 56.487900)"
Jiddat al Harasis 201,35521,Valid,L4,929.4,Found,2002,19.96573,56.44223,"(19.965730, 56.442230)"
Jiddat al Harasis 202,35522,Valid,Mesosiderite,355.11,Found,2002,19.9842,56.42707,"(19.984200, 56.427070)"
Jiddat al Harasis 203,45839,Valid,Mesosiderite-C2,46200,Found,2002,19.983,56.41368,"(19.983000, 56.413680)"
