name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Grove Mountains 090001,57355,Valid,L4,221.5,Found,2009,-72.79642,74.69339,"(-72.796420, 74.693390)"
Imlay,52855,Valid,L5,770,Found,2009,40.74018,-118.17285,"(40.740180, -118.172850)"
Javorje,53489,Valid,"Iron, IIIAB",4920,Found,2009,46.16244,14.19166,"(46.162440, 14.191660)"
Jiddat al Harasis 568,51910,Valid,H4-6,3249,Found,2009,19.70128,56.36713,"(19.701280, 56.367130)"
Jiddat al Harasis 569,51911,Valid,H4-6,159.3,Found,2009,19.74035,56.33962,"(19.740350, 56.339620)"
Jiddat al Harasis 570,51912,Valid,H4-6,4747.9,Found,2009,19.7524,56.3304,"(19.752400, 56.330400)"
Jiddat al Harasis 571,51913,Valid,H4-6,802.6,Found,2009,19.75073,56.33088,"(19.750730, 56.330880)"
Jiddat al Harasis 572,51914,Valid,H5-6,417.6,Found,2009,19.75092,56.33105,"(19.750920, 56.331050)"
Jiddat al Harasis 573,51915,Valid,H4-6,28.9,Found,2009,19.75168,56.33057,"(19.751680, 56.330570)"
Jiddat al Harasis 574,51916,Valid,H4-6,13000,Found,2009,19.75377,56.29692,"(19.753770, 56.296920)"
Jiddat al Harasis 575,51917,Valid,H6,190.4,Found,2009,19.75988,56.28608,"(19.759880, 56.286080)"
Jiddat al Harasis 576,51918,Valid,H5/6,284.6,Found,2009,19.74868,56.32008,"(19.748680, 56.320080)"
Jiddat al Harasis 577,51919,Valid,H4/5,81.6,Found,2009,19.73748,56.30732,"(19.737480, 56.307320)"
Jiddat al Harasis 578,51920,Valid,H6,1064.3,Found,2009,19.7642,56.29888,"(19.764200, 56.298880)"
Jiddat al Harasis 579,51924,Valid,L4-6,475.1,Found,2009,19.35422,56.75287,"(19.354220, 56.752870)"
Jiddat al Harasis 580,51925,Valid,H5,1929,Found,2009,19.42017,56.70155,"(19.420170, 56.701550)"
Jiddat al Harasis 581,51926,Valid,H5,375.1,Found,2009,19.42197,56.69908,"(19.421970, 56.699080)"
Jiddat al Harasis 582,51927,Valid,L6,1647.5,Found,2009,19.42208,56.69943,"(19.422080, 56.699430)"
Jiddat al Harasis 583,51928,Valid,H5,1272.5,Found,2009,19.42067,56.69928,"(19.420670, 56.699280)"
Jiddat al Harasis 584,51929,Valid,H6,715.2,Found,2009,19.7067,56.75127,"(19.706700, 56.751270)"
Jiddat al Harasis 585,51933,Valid,H5,408.7,Found,2009,19.43873,56.67748,"(19.438730, 56.677480)"
Jiddat al Harasis 586,51934,Valid,H5,3568.5,Found,2009,19.74288,56.65062,"(19.742880, 56.650620)"
Jiddat al Harasis 587,51935,Valid,H5,1721.5,Found,2009,19.80485,56.67047,"(19.804850, 56.670470)"
Jiddat al Harasis 588,51936,Valid,L6,165.3,Found,2009,19.62363,56.87883,"(19.623630, 56.878830)"
Jiddat al Harasis 589,51938,Valid,H5,666.6,Found,2009,19.33575,56.93793,"(19.335750, 56.937930)"
Jiddat al Harasis 590,51939,Valid,H5,1044,Found,2009,19.4225,56.70018,"(19.422500, 56.700180)"
Jiddat al Harasis 591,51940,Valid,H5,103.3,Found,2009,19.4221,56.7003,"(19.422100, 56.700300)"
Jiddat al Harasis 592,51941,Valid,H5,423.2,Found,2009,19.42045,56.69963,"(19.420450, 56.699630)"
Jiddat al Harasis 593,51942,Valid,H5,1725.1,Found,2009,19.42,56.70333,"(19.420000, 56.703330)"
Jiddat al Harasis 594,51943,Valid,H5,201.3,Found,2009,19.41842,56.69635,"(19.418420, 56.696350)"
Jiddat al Harasis 595,51944,Valid,L5,929.1,Found,2009,19.50875,56.64635,"(19.508750, 56.646350)"
Jiddat al Harasis 596,51945,Valid,L3,336.4,Found,2009,19.66148,56.43927,"(19.661480, 56.439270)"
Jiddat al Harasis 597,51946,Valid,H4,51.3,Found,2009,19.6561,56.37182,"(19.656100, 56.371820)"
Jiddat al Harasis 598,51947,Valid,L6,39.2,Found,2009,19.82772,55.67342,"(19.827720, 55.673420)"
Jiddat al Harasis 599,51948,Valid,L6,169.7,Found,2009,19.7965,55.68265,"(19.796500, 55.682650)"
Jiddat al Harasis 600,51949,Valid,L6,5750.8,Found,2009,19.79552,55.6831,"(19.795520, 55.683100)"
Jiddat al Harasis 601,51950,Valid,L6,59.8,Found,2009,19.64415,55.73958,"(19.644150, 55.739580)"
Jiddat al Harasis 602,51951,Valid,H6,40,Found,2009,19.67827,55.86458,"(19.678270, 55.864580)"
Jiddat al Harasis 603,51952,Valid,H5,29.4,Found,2009,19.70455,55.8819,"(19.704550, 55.881900)"
Jiddat al Harasis 604,51953,Valid,H4-6,754,Found,2009,19.78957,55.97618,"(19.789570, 55.976180)"
Jiddat al Harasis 605,51954,Valid,L6,58.5,Found,2009,19.8629,56.00598,"(19.862900, 56.005980)"
Jiddat al Harasis 606,51955,Valid,H5,114.7,Found,2009,19.92943,55.92347,"(19.929430, 55.923470)"
Jiddat al Harasis 607,51956,Valid,L6,1317.6,Found,2009,19.90803,55.9086,"(19.908030, 55.908600)"
Jiddat al Harasis 608,51957,Valid,H5,120.6,Found,2009,19.85902,55.94038,"(19.859020, 55.940380)"
Jiddat al Harasis 609,51958,Valid,L6,442.9,Found,2009,19.8598,55.94635,"(19.859800, 55.946350)"
Jiddat al Harasis 610,51959,Valid,H3-5,457.5,Found,2009,19.87235,55.98085,"(19.872350, 55.980850)"
Jiddat al Harasis 611,51960,Valid,H4,109.5,Found,2009,19.9576,56.06062,"(19.957600, 56.060620)"
Jiddat al Harasis 612,51968,Valid,H6,179.7,Found,2009,19.0097,55.34313,"(19.009700, 55.343130)"
Jiddat al Harasis 613,51969,Valid,H4/5,241,Found,2009,19.0092,55.33403,"(19.009200, 55.334030)"
Jiddat al Harasis 614,51970,Valid,H4/5,3532.9,Found,2009,19.01055,55.31255,"(19.010550, 55.312550)"
Jiddat al Harasis 615,51971,Valid,H5,111.3,Found,2009,19.15512,55.43118,"(19.155120, 55.431180)"
Jiddat al Harasis 616,51972,Valid,H4,360.5,Found,2009,19.17135,55.4217,"(19.171350, 55.421700)"
Jiddat al Harasis 617,51973,Valid,H5,128.4,Found,2009,19.19395,55.41717,"(19.193950, 55.417170)"
Jiddat al Harasis 618,51974,Valid,H4,42.9,Found,2009,19.23997,55.37023,"(19.239970, 55.370230)"
Jiddat al Harasis 619,51975,Valid,CO3,14.5,Found,2009,19.32625,55.3659,"(19.326250, 55.365900)"
Jiddat al Harasis 620,51976,Valid,L6,244.6,Found,2009,19.37127,55.36915,"(19.371270, 55.369150)"
Jiddat al Harasis 621,51977,Valid,L6,43.4,Found,2009,19.38518,55.3774,"(19.385180, 55.377400)"
Jiddat al Harasis 622,51978,Valid,H5,76.5,Found,2009,19.42165,55.36857,"(19.421650, 55.368570)"
Jiddat al Harasis 623,51979,Valid,H4,22.1,Found,2009,19.43098,55.36403,"(19.430980, 55.364030)"
Jiddat al Harasis 624,51980,Valid,L6,34.2,Found,2009,19.43198,55.36335,"(19.431980, 55.363350)"
Jiddat al Harasis 625,52052,Valid,L4,62.8,Found,2009,19.98133,56.46136,"(19.981330, 56.461360)"
Jiddat al Harasis 628,52779,Valid,H5,16000,Found,2009,19.83956,55.76756,"(19.839560, 55.767560)"
Los Vientos 001,54671,Valid,Diogenite-pm,73,Found,2009,-24.7,-69.75,"(-24.700000, -69.750000)"
Los Vientos 006,57191,Valid,H4,230,Found,2009,-24.68333,-69.76667,"(-24.683330, -69.766670)"
Miller Butte 09001,55371,Valid,H5,0.1,Found,2009,-71.90355,160.48982,"(-71.903550, 160.489820)"
Northwest Africa 7370,56073,Valid,Diogenite-olivine,2290,Found,2009,22.83333,-6.18333,"(22.833330, -6.183330)"
Northwest Africa 7449,56103,Valid,L6,405,Found,2009,24.13333,-13.16667,"(24.133330, -13.166670)"
Österplana 057,56156,Relict,Relict OC,0,Found,2009,58.58333,13.43333,"(58.583330, 13.433330)"
Österplana 058,56157,Relict,Relict OC,0,Found,2009,58.58333,13.43333,"(58.583330, 13.433330)"
Österplana 059,56158,Relict,Relict OC,0,Found,2009,58.58333,13.43333,"(58.583330, 13.433330)"
Österplana 060,56159,Relict,Relict OC,0,Found,2009,58.58333,13.43333,"(58.583330, 13.433330)"
Österplana 061,56160,Relict,Relict OC,0,Found,2009,58.58333,13.43333,"(58.583330, 13.433330)"
Ramlat as Sahmah 281,51868,Valid,H3-6,203.7,Found,2009,20.57092,56.38847,"(20.570920, 56.388470)"
Ramlat as Sahmah 282,51869,Valid,H3-5,132,Found,2009,20.57807,56.39488,"(20.578070, 56.394880)"
Ramlat as Sahmah 283,51870,Valid,H4,447.7,Found,2009,20.78777,56.47112,"(20.787770, 56.471120)"
Ramlat as Sahmah 284,51885,Valid,LL5,1489.6,Found,2009,20.51947,55.80097,"(20.519470, 55.800970)"
Ramlat as Sahmah 285,51886,Valid,L6,269.3,Found,2009,20.51573,55.79032,"(20.515730, 55.790320)"
Ramlat as Sahmah 286,51887,Valid,H4-5,4445.2,Found,2009,20.50788,55.77547,"(20.507880, 55.775470)"
Ramlat as Sahmah 287,51888,Valid,Diogenite,1962,Found,2009,20.47678,55.52788,"(20.476780, 55.527880)"
Ramlat as Sahmah 288,51889,Valid,L4-6,73.3,Found,2009,20.45708,55.49138,"(20.457080, 55.491380)"
Ramlat as Sahmah 289,51890,Valid,H4,123.5,Found,2009,20.51353,55.52737,"(20.513530, 55.527370)"
Ramlat as Sahmah 290,51891,Valid,L6,446.8,Found,2009,20.5234,55.53072,"(20.523400, 55.530720)"
Ramlat as Sahmah 291,51892,Valid,L4,138.2,Found,2009,20.52828,55.52977,"(20.528280, 55.529770)"
Ramlat as Sahmah 292,51893,Valid,L6,1991.7,Found,2009,20.59832,55.52398,"(20.598320, 55.523980)"
Ramlat as Sahmah 293,51894,Valid,H5-6,31,Found,2009,20.62837,55.53118,"(20.628370, 55.531180)"
Ramlat as Sahmah 294,51895,Valid,L6,52.9,Found,2009,20.69282,55.49222,"(20.692820, 55.492220)"
Ramlat as Sahmah 295,51896,Valid,H4,227.7,Found,2009,20.66973,55.42813,"(20.669730, 55.428130)"
Ramlat as Sahmah 296,51897,Valid,L6,49.3,Found,2009,20.66842,55.34008,"(20.668420, 55.340080)"
Ramlat as Sahmah 297,51898,Valid,L6,706.9,Found,2009,20.66748,55.31715,"(20.667480, 55.317150)"
Ramlat as Sahmah 298,51899,Valid,L6,389.2,Found,2009,20.66713,55.31572,"(20.667130, 55.315720)"
Ramlat as Sahmah 299,51900,Valid,L6,53.1,Found,2009,20.66745,55.31587,"(20.667450, 55.315870)"
Ramlat as Sahmah 300,51901,Valid,L6,419.9,Found,2009,20.66642,55.31402,"(20.666420, 55.314020)"
Ramlat as Sahmah 301,51902,Valid,L4,86.8,Found,2009,20.03728,56.27422,"(20.037280, 56.274220)"
Ramlat as Sahmah 302,51903,Valid,H4,161.7,Found,2009,20.14475,56.24085,"(20.144750, 56.240850)"
Ramlat as Sahmah 303,51904,Valid,H4,103,Found,2009,20.44722,56.12088,"(20.447220, 56.120880)"
Ramlat as Sahmah 304,51905,Valid,H6,373.4,Found,2009,20.43802,56.10278,"(20.438020, 56.102780)"
Ramlat as Sahmah 305,51906,Valid,L6,130.8,Found,2009,20.41487,56.07943,"(20.414870, 56.079430)"
Ramlat as Sahmah 306,51907,Valid,H6,165.2,Found,2009,20.48983,56.03632,"(20.489830, 56.036320)"
Ramlat as Sahmah 307,51908,Valid,H4-6,327.5,Found,2009,20.52627,55.90595,"(20.526270, 55.905950)"
Ramlat as Sahmah 308,51909,Valid,H4,1352,Found,2009,20.48785,55.82045,"(20.487850, 55.820450)"
Ramlat as Sahmah 309,51981,Valid,Brachinite,1435.43,Found,2009,20.7658,55.43587,"(20.765800, 55.435870)"
Ramlat as Sahmah 310,51982,Valid,H3-6,1223.2,Found,2009,20.78308,55.44327,"(20.783080, 55.443270)"
Ramlat as Sahmah 311,51983,Valid,H4-6,20.3,Found,2009,20.78388,55.44787,"(20.783880, 55.447870)"
Ramlat as Sahmah 312,51984,Valid,H6,472.7,Found,2009,20.7982,55.47148,"(20.798200, 55.471480)"
Ramlat as Sahmah 313,51985,Valid,H6,111.3,Found,2009,20.79892,55.47203,"(20.798920, 55.472030)"
Ramlat as Sahmah 314,51986,Valid,H6,219,Found,2009,20.8016,55.47315,"(20.801600, 55.473150)"
Ramlat as Sahmah 315,51987,Valid,H6,2.9,Found,2009,20.80178,55.4736,"(20.801780, 55.473600)"
Ramlat as Sahmah 316,51988,Valid,L5,2706,Found,2009,20.89485,55.50613,"(20.894850, 55.506130)"
Ramlat as Sahmah 317,51989,Valid,L5,237.2,Found,2009,20.89328,55.49375,"(20.893280, 55.493750)"
Ramlat as Sahmah 318,51990,Valid,L5,1172.4,Found,2009,20.89335,55.4936,"(20.893350, 55.493600)"
Ramlat as Sahmah 319,51991,Valid,H5,948.4,Found,2009,20.88187,55.43452,"(20.881870, 55.434520)"
Ramlat as Sahmah 320,51992,Valid,L6,1002.3,Found,2009,20.8728,55.42773,"(20.872800, 55.427730)"
Ramlat as Sahmah 321,51993,Valid,H5,171.9,Found,2009,20.88473,55.42098,"(20.884730, 55.420980)"
Ramlat as Sahmah 322,51994,Valid,H3,264.4,Found,2009,20.91903,55.41193,"(20.919030, 55.411930)"
Ramlat as Sahmah 323,51995,Valid,L3-6,161.8,Found,2009,20.79907,55.4247,"(20.799070, 55.424700)"
Ramlat as Sahmah 324,51996,Valid,L6,63.2,Found,2009,20.11858,56.2943,"(20.118580, 56.294300)"
Ramlat as Sahmah 325,51997,Valid,L6,850.8,Found,2009,20.26043,56.49015,"(20.260430, 56.490150)"
Ramlat as Sahmah 326,52002,Valid,H4,65.4,Found,2009,20.40627,56.47532,"(20.406270, 56.475320)"
Ramlat as Sahmah 327,52003,Valid,L6,199,Found,2009,20.41363,56.47823,"(20.413630, 56.478230)"
Ramlat as Sahmah 328,52004,Valid,L6,1732.7,Found,2009,20.42085,56.49987,"(20.420850, 56.499870)"
Ramlat as Sahmah 329,52054,Valid,H3,80.45,Found,2009,20.00125,56.36586,"(20.001250, 56.365860)"
Red Dry Lake 067,52886,Valid,L3.4,6.2,Found,2009,35.65868,-114.02573,"(35.658680, -114.025730)"
Redwater,51705,Valid,H4,229.5,Found,2009,53.9329,-112.977,"(53.932900, -112.977000)"
Romashki,52890,Valid,L6,3400,Found,2009,50.28533,46.69967,"(50.285330, 46.699670)"
San Juan 033,52374,Valid,H6,357,Found,2009,-25.440833,-69.868833,"(-25.440833, -69.868833)"
San Juan 034,52375,Valid,L6,814,Found,2009,-25.440333,-69.868167,"(-25.440333, -69.868167)"
San Juan 035,52376,Valid,H5,10.3,Found,2009,-25.439667,-69.879833,"(-25.439667, -69.879833)"
San Juan 036,52377,Valid,L6,27.6,Found,2009,-25.4405,-69.880167,"(-25.440500, -69.880167)"
San Juan 037,52378,Valid,L5,11.4,Found,2009,-25.439833,-69.880333,"(-25.439833, -69.880333)"
San Juan 038,52379,Valid,H5,460,Found,2009,-25.441833,-69.881667,"(-25.441833, -69.881667)"
San Juan 039,52380,Valid,L6,38.5,Found,2009,-25.371,-69.8975,"(-25.371000, -69.897500)"
San Juan 040,52643,Valid,H3-5,34.5,Found,2009,-25.44,-69.884,"(-25.440000, -69.884000)"
San Juan 041,52644,Valid,H/L6,88.1,Found,2009,-25.4395,-69.884,"(-25.439500, -69.884000)"
San Juan 042,52645,Valid,H3,13.9,Found,2009,-25.444833,-69.881,"(-25.444833, -69.881000)"
San Juan 043,52381,Valid,H5,26.4,Found,2009,-25.443167,-69.8825,"(-25.443167, -69.882500)"
San Juan 044,52382,Valid,H5,120,Found,2009,-25.443667,-69.884,"(-25.443667, -69.884000)"
San Juan 045,52646,Valid,H3,9.9,Found,2009,-25.4435,-69.866667,"(-25.443500, -69.866667)"
San Juan 046,52383,Valid,H5,57.4,Found,2009,-25.442333,-69.864667,"(-25.442333, -69.864667)"
San Juan 047,52384,Valid,H5,14.1,Found,2009,-25.443,-69.863667,"(-25.443000, -69.863667)"
San Juan 048,52385,Valid,H5,10.6,Found,2009,-25.447333,-69.8835,"(-25.447333, -69.883500)"
San Juan 049,52386,Valid,H5,41.8,Found,2009,-25.439333,-69.886333,"(-25.439333, -69.886333)"
San Juan 050,52387,Valid,H6,29.4,Found,2009,-25.439667,-69.8865,"(-25.439667, -69.886500)"
San Juan 051,52388,Valid,H5,117,Found,2009,-25.438667,-69.8865,"(-25.438667, -69.886500)"
San Juan 052,52647,Valid,L3,49,Found,2009,-25.4395,-69.885833,"(-25.439500, -69.885833)"
Sayh al Uhaymir 493,52861,Valid,Achondrite-ung,134,Found,2009,20.53333,57.3,"(20.533330, 57.300000)"
Sayh al Uhaymir 496,52410,Valid,H4,732,Found,2009,20.52783,57.4045,"(20.527830, 57.404500)"
Sayh al Uhaymir 497,52427,Valid,L6,415,Found,2009,20.21167,56.60467,"(20.211670, 56.604670)"
Sayh al Uhaymir 498,52429,Valid,L5,4053,Found,2009,20.532,57.335,"(20.532000, 57.335000)"
Sayh al Uhaymir 499,52430,Valid,H5,15900,Found,2009,20.76467,57.26967,"(20.764670, 57.269670)"
Sayh al Uhaymir 500,52431,Valid,H6,1269,Found,2009,20.12617,56.56283,"(20.126170, 56.562830)"
Sayh al Uhaymir 501,52432,Valid,H6,954,Found,2009,20.78533,57.26867,"(20.785330, 57.268670)"
Sayh al Uhaymir 502,51861,Valid,L5,541,Found,2009,20.53,57.367,"(20.530000, 57.367000)"
Sayh al Uhaymir 505,51867,Valid,L4-5,110,Found,2009,20.564,56.6655,"(20.564000, 56.665500)"
Sayh al Uhaymir 506,51873,Valid,H4-5,356.7,Found,2009,21.25452,56.503,"(21.254520, 56.503000)"
Sayh al Uhaymir 507,51879,Valid,L6,665.7,Found,2009,21.28998,56.58092,"(21.289980, 56.580920)"
Sayh al Uhaymir 508,51880,Valid,H6,373.9,Found,2009,21.20007,56.7355,"(21.200070, 56.735500)"
Sayh al Uhaymir 509,51881,Valid,H5,182.7,Found,2009,21.01217,56.77957,"(21.012170, 56.779570)"
Sayh al Uhaymir 510,51882,Valid,L6,257.6,Found,2009,20.9393,56.9045,"(20.939300, 56.904500)"
Sayh al Uhaymir 511,51883,Valid,Ureilite,266.2,Found,2009,20.89607,56.92607,"(20.896070, 56.926070)"
Sayh al Uhaymir 512,51884,Valid,H4-5,1606.9,Found,2009,20.90623,56.94885,"(20.906230, 56.948850)"
Sayh al Uhaymir 513,51930,Valid,H5,154.2,Found,2009,20.12538,56.55335,"(20.125380, 56.553350)"
Sayh al Uhaymir 514,51931,Valid,L5,1145.1,Found,2009,20.71282,57.12162,"(20.712820, 57.121620)"
Sayh al Uhaymir 515,51932,Valid,H4,549.9,Found,2009,20.72722,57.10742,"(20.727220, 57.107420)"
Sayh al Uhaymir 516,51998,Valid,H5,115.5,Found,2009,20.35648,56.54885,"(20.356480, 56.548850)"
Sayh al Uhaymir 517,51999,Valid,L4,1.7,Found,2009,20.35638,56.55142,"(20.356380, 56.551420)"
Sayh al Uhaymir 518,52000,Valid,L5,390.3,Found,2009,20.37153,56.51082,"(20.371530, 56.510820)"
Sayh al Uhaymir 519,52001,Valid,L5,403.2,Found,2009,20.37165,56.51017,"(20.371650, 56.510170)"
Sayh al Uhaymir 520,52005,Valid,H5,30.2,Found,2009,20.42087,56.50033,"(20.420870, 56.500330)"
Sayh al Uhaymir 521,52006,Valid,H5,350.1,Found,2009,20.40432,56.64205,"(20.404320, 56.642050)"
Sayh al Uhaymir 522,52007,Valid,L6,977.8,Found,2009,20.40702,56.65228,"(20.407020, 56.652280)"
Sayh al Uhaymir 523,52008,Valid,L6,265.2,Found,2009,20.41533,56.6655,"(20.415330, 56.665500)"
Sayh al Uhaymir 524,52009,Valid,L6,1485.7,Found,2009,21.03712,57.2311,"(21.037120, 57.231100)"
Shalim 008,51961,Valid,H5,323.5,Found,2009,18.86795,55.45073,"(18.867950, 55.450730)"
Shalim 009,51962,Valid,L6,9472.2,Found,2009,18.87253,55.47592,"(18.872530, 55.475920)"
Shalim 010,51963,Valid,L6,291.6,Found,2009,18.88868,55.43785,"(18.888680, 55.437850)"
Shalim 011,51964,Valid,H4,201.2,Found,2009,18.90015,55.59347,"(18.900150, 55.593470)"
Shalim 012,51965,Valid,H4,101.9,Found,2009,18.94255,55.63143,"(18.942550, 55.631430)"
Shalim 013,51966,Valid,H4,405.8,Found,2009,18.98645,55.58648,"(18.986450, 55.586480)"
Shalim 014,51967,Valid,L6,34.1,Found,2009,18.99932,55.49522,"(18.999320, 55.495220)"
Shişr 167,52053,Valid,L6,17.65,Found,2009,18.32333,53.38767,"(18.323330, 53.387670)"
Shişr 170,52782,Valid,LL5,173.2,Found,2009,18.36442,53.59686,"(18.364420, 53.596860)"
Shişr 171,52783,Valid,LL4,74.6,Found,2009,18.63578,53.90467,"(18.635780, 53.904670)"
Tieret 001,52043,Valid,H6,602,Found,2009,30.74819,10.21017,"(30.748190, 10.210170)"
Tieret 002,52044,Valid,L6,23.5,Found,2009,30.79576,10.24557,"(30.795760, 10.245570)"
Tieret 003,52045,Valid,H6,17.1,Found,2009,30.8193,10.2503,"(30.819300, 10.250300)"
Tieret 004,52046,Valid,H5,10.6,Found,2009,30.96791,10.04587,"(30.967910, 10.045870)"
Tieret 005,52047,Valid,L6,18.3,Found,2009,30.96759,10.04677,"(30.967590, 10.046770)"
Tieret 006,52048,Valid,L4,20.7,Found,2009,30.97153,10.05499,"(30.971530, 10.054990)"
Tieret 007,52049,Valid,H5,11,Found,2009,30.97562,10.09026,"(30.975620, 10.090260)"
Tule Valley Hardpan 001,54682,Valid,L5,5.1,Found,2009,38.94306,-113.37833,"(38.943060, -113.378330)"
Tule Valley Hardpan 002,54683,Valid,H5,1.32,Found,2009,38.945,-113.38222,"(38.945000, -113.382220)"
Umm as Samim 008,51871,Valid,L6,290.3,Found,2009,21.00578,56.46918,"(21.005780, 56.469180)"
Umm as Samim 009,51872,Valid,L6,3989,Found,2009,21.06493,56.48188,"(21.064930, 56.481880)"
Umm as Samim 010,51874,Valid,H4,251.7,Found,2009,21.34885,56.16187,"(21.348850, 56.161870)"
Umm as Samim 011,51875,Valid,H4,790.5,Found,2009,21.37603,56.29112,"(21.376030, 56.291120)"
Umm as Samim 012,51876,Valid,H4,1354.8,Found,2009,21.38015,56.29083,"(21.380150, 56.290830)"
Umm as Samim 013,51877,Valid,L6,205.6,Found,2009,21.3728,56.31377,"(21.372800, 56.313770)"
Umm as Samim 014,51878,Valid,H4,1713.8,Found,2009,21.37387,56.31365,"(21.373870, 56.313650)"
United Arab Emirates 003,51026,Valid,H6,47,Found,2009,22.70986,55.12542,"(22.709860, 55.125420)"
United Arab Emirates 004,51027,Valid,H5,205,Found,2009,22.69922,55.08811,"(22.699220, 55.088110)"
United Arab Emirates 005,51028,Valid,H6,212,Found,2009,22.69944,55.09503,"(22.699440, 55.095030)"
United Arab Emirates 006,51029,Valid,L4,200,Found,2009,22.70047,55.10425,"(22.700470, 55.104250)"
United Arab Emirates 007,51030,Valid,H5,7,Found,2009,22.78875,55.09469,"(22.788750, 55.094690)"
United Arab Emirates 008,51031,Valid,H5,23,Found,2009,22.79064,55.09453,"(22.790640, 55.094530)"
United Arab Emirates 009,51032,Valid,H6,15,Found,2009,22.79317,55.09667,"(22.793170, 55.096670)"
United Arab Emirates 010,51033,Valid,L6,53,Found,2009,22.84997,55.14453,"(22.849970, 55.144530)"
United Arab Emirates 011,51034,Valid,L6,296,Found,2009,22.85114,55.14175,"(22.851140, 55.141750)"
United Arab Emirates 012,51035,Valid,L6,21,Found,2009,22.86056,55.18317,"(22.860560, 55.183170)"
United Arab Emirates 013,51036,Valid,L6,55,Found,2009,22.87847,55.15128,"(22.878470, 55.151280)"
United Arab Emirates 014,51037,Valid,L6,95,Found,2009,22.86906,55.15189,"(22.869060, 55.151890)"
United Arab Emirates 015,51038,Valid,L6,57,Found,2009,22.86881,55.15153,"(22.868810, 55.151530)"
United Arab Emirates 016,51039,Valid,L6,19,Found,2009,22.86878,55.15008,"(22.868780, 55.150080)"
United Arab Emirates 017,51040,Valid,L6,15,Found,2009,22.86589,55.15669,"(22.865890, 55.156690)"
United Arab Emirates 018,51041,Valid,H5,540,Found,2009,22.79506,55.20775,"(22.795060, 55.207750)"
United Arab Emirates 019,51042,Valid,L6,87,Found,2009,22.88764,55.17539,"(22.887640, 55.175390)"
United Arab Emirates 020,51588,Valid,L6,170,Found,2009,22.88811,55.18439,"(22.888110, 55.184390)"
United Arab Emirates 021,51043,Valid,L6,35,Found,2009,22.88872,55.184444,"(22.888720, 55.184444)"
United Arab Emirates 022,51044,Valid,L6,100,Found,2009,22.89492,55.17081,"(22.894920, 55.170810)"
United Arab Emirates 023,51045,Valid,L6,87,Found,2009,22.89528,55.17033,"(22.895280, 55.170330)"
United Arab Emirates 024,51046,Valid,L6,45,Found,2009,22.89314,55.17828,"(22.893140, 55.178280)"
United Arab Emirates 025,51047,Valid,L6,148,Found,2009,22.89308,55.17444,"(22.893080, 55.174440)"
United Arab Emirates 026,51048,Valid,L6,97,Found,2009,22.89183,55.18142,"(22.891830, 55.181420)"
United Arab Emirates 027,51049,Valid,L6,107,Found,2009,22.89406,55.1705,"(22.894060, 55.170500)"
United Arab Emirates 028,51050,Valid,L6,39,Found,2009,22.89092,55.17989,"(22.890920, 55.179890)"
Watson 005,52651,Valid,H5,1.6,Found,2009,-30.5,131.7,"(-30.500000, 131.700000)"
Watson 006,52652,Valid,L5,53,Found,2009,-30.5,131.7,"(-30.500000, 131.700000)"
Watson 007,52943,Valid,EL3,19.5,Found,2009,-30.48333,131.68333,"(-30.483330, 131.683330)"
Watson 008,52653,Valid,H5,1.5,Found,2009,-30.5,131.68333,"(-30.500000, 131.683330)"
Watson 009,52654,Valid,H5,1,Found,2009,-30.5,131.68333,"(-30.500000, 131.683330)"
Watson 010,52655,Valid,H5,19.3,Found,2009,-30.5,131.71667,"(-30.500000, 131.716670)"
Watson 011,52656,Valid,H4,4.1,Found,2009,-30.51667,131.5,"(-30.516670, 131.500000)"
Watson 012,52944,Valid,H7,103.1,Found,2009,-30.56667,131.5,"(-30.566670, 131.500000)"
Willcox Playa 009,52851,Valid,Mesosiderite,160,Found,2009,32.07667,-109.8455,"(32.076670, -109.845500)"
Yarle Lakes 004,52945,Valid,CK4,4.6,Found,2009,-30.5,131.46667,"(-30.500000, 131.466670)"
Huaxi,54719,Valid,H5,1600,Fell,2010,26.46469,106.63241,"(26.464690, 106.632410)"
Košice,53810,Valid,H5,4300,Fell,2010,48.76367,21.17633,"(48.763670, 21.176330)"
Lorton,52843,Valid,L6,329.7,Fell,2010,38.70066,-77.21163,"(38.700660, -77.211630)"
Mifflin,52090,Valid,L5,3584,Fell,2010,42.9075,-90.36556,"(42.907500, -90.365560)"
Varre-Sai,53633,Valid,L5,2500,Fell,2010,-20.85001,-41.73356,"(-20.850010, -41.733560)"
Al Huwaysah 003,55405,Valid,L4-6,273.05,Found,2010,22.74862,55.37323,"(22.748620, 55.373230)"
Al Huwaysah 004,55406,Valid,H5,141.51,Found,2010,22.74733,55.39522,"(22.747330, 55.395220)"
Al Huwaysah 005,55636,Valid,L(LL)3.5-3.7,1228.1,Found,2010,22.73342,55.33122,"(22.733420, 55.331220)"
Al Huwaysah 006,55407,Valid,L6,16.41,Found,2010,22.73743,55.3191,"(22.737430, 55.319100)"
Al Huwaysah 007,55408,Valid,L6,1.56,Found,2010,22.73393,55.3204,"(22.733930, 55.320400)"
Al Huwaysah 008,55409,Valid,H4,356.2,Found,2010,22.73797,55.32125,"(22.737970, 55.321250)"
